epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
116,3689.6,0.01041,0.68132,1.0713,0.81006,0.80947,0.84967,0.75948,0.00783,0.65349,1.01905,0.00772919,0.00772919,0.00772919
117,3719.36,0.01038,0.6735,1.07151,0.81738,0.80344,0.85054,0.76018,0.00782,0.65277,1.01809,0.00770944,0.00770944,0.00770944
118,3750.84,0.01036,0.67377,1.06874,0.82131,0.80029,0.85101,0.76049,0.00781,0.65281,1.01785,0.00768969,0.00768969,0.00768969
119,3798.58,0.01049,0.6709,1.07339,0.82029,0.80112,0.8516,0.76151,0.00781,0.6524,1.01759,0.00766995,0.00766995,0.00766995
120,3828.47,0.01042,0.67183,1.07064,0.82483,0.79729,0.85147,0.76105,0.00781,0.65086,1.0175,0.0076502,0.0076502,0.0076502
121,3858.3,0.01024,0.66351,1.06599,0.82386,0.79907,0.85203,0.7621,0.0078,0.65075,1.01754,0.00763046,0.00763046,0.00763046
122,3891.13,0.01033,0.66961,1.06716,0.82313,0.80029,0.85274,0.76276,0.0078,0.65148,1.01702,0.00761071,0.00761071,0.00761071
123,3932.19,0.01043,0.66789,1.0728,0.81675,0.80475,0.85242,0.76265,0.0078,0.65169,1.01742,0.00759096,0.00759096,0.00759096
124,3962.49,0.0103,0.66317,1.07004,0.81287,0.80895,0.85277,0.76248,0.0078,0.65275,1.01703,0.00757122,0.00757122,0.00757122
125,3992.58,0.01028,0.66424,1.06694,0.81873,0.80536,0.85168,0.76205,0.00779,0.65363,1.01629,0.00755147,0.00755147,0.00755147
126,4022.44,0.01029,0.65703,1.0682,0.81553,0.80732,0.8516,0.76125,0.00778,0.6541,1.01581,0.00753173,0.00753173,0.00753173
127,4055.8,0.01028,0.65791,1.06827,0.81271,0.81119,0.85139,0.76147,0.00778,0.65331,1.01539,0.00751198,0.00751198,0.00751198
128,4097.1,0.01039,0.6603,1.07296,0.81379,0.8118,0.85142,0.76231,0.00778,0.65251,1.01528,0.00749223,0.00749223,0.00749223
129,4127.26,0.01041,0.66024,1.07011,0.81373,0.81212,0.85204,0.76268,0.00777,0.65315,1.01522,0.00747249,0.00747249,0.00747249
130,4157.19,0.01022,0.65014,1.06666,0.81415,0.81368,0.85245,0.76301,0.00777,0.65372,1.01519,0.00745274,0.00745274,0.00745274
131,4187.06,0.01022,0.64918,1.06557,0.81631,0.81228,0.85193,0.76251,0.00778,0.6526,1.01533,0.00743299,0.00743299,0.00743299
132,4217.15,0.0102,0.64734,1.06181,0.8162,0.81301,0.85174,0.76232,0.00777,0.6515,1.01537,0.00741325,0.00741325,0.00741325
133,4260.52,0.01018,0.64522,1.06652,0.81606,0.81113,0.85174,0.76253,0.00777,0.65165,1.01541,0.0073935,0.0073935,0.0073935
134,4300.84,0.01021,0.63778,1.06275,0.81413,0.81228,0.85196,0.76307,0.00777,0.65175,1.01544,0.00737376,0.00737376,0.00737376
135,4330.76,0.01019,0.6388,1.064,0.81513,0.81031,0.85173,0.76249,0.00777,0.65242,1.01529,0.00735401,0.00735401,0.00735401
136,4360.64,0.01024,0.64291,1.06576,0.81195,0.81166,0.85176,0.76293,0.00777,0.65255,1.0151,0.00733426,0.00733426,0.00733426
137,4390.49,0.01014,0.64004,1.06206,0.81378,0.81029,0.85183,0.76279,0.00776,0.65196,1.01472,0.00731452,0.00731452,0.00731452
138,4435.77,0.01017,0.64089,1.06248,0.81595,0.80815,0.85154,0.76223,0.00776,0.65184,1.01454,0.00729477,0.00729477,0.00729477
139,4467.1,0.01026,0.63683,1.06602,0.81753,0.80641,0.85144,0.76206,0.00775,0.65129,1.01448,0.00727502,0.00727502,0.00727502
140,4496.88,0.01014,0.63446,1.06291,0.8167,0.80902,0.85165,0.76182,0.00775,0.65027,1.01464,0.00725528,0.00725528,0.00725528
141,4532.87,0.01014,0.62553,1.06083,0.81599,0.80918,0.8516,0.76216,0.00774,0.65046,1.01467,0.00723553,0.00723553,0.00723553
142,4571.03,0.01021,0.63282,1.06761,0.8167,0.80652,0.85129,0.76232,0.00774,0.6503,1.01452,0.00721579,0.00721579,0.00721579
143,4601.27,0.0101,0.62692,1.06359,0.81918,0.8034,0.85099,0.76189,0.00774,0.65034,1.01442,0.00719604,0.00719604,0.00719604
144,4631.01,0.01001,0.62374,1.05658,0.82096,0.80233,0.85141,0.76237,0.00773,0.65027,1.01411,0.00717629,0.00717629,0.00717629
145,4661.12,0.01004,0.6223,1.0602,0.82501,0.79819,0.85207,0.76269,0.00773,0.6502,1.01401,0.00715655,0.00715655,0.00715655
146,4691.47,0.01018,0.63292,1.0643,0.82885,0.79806,0.85184,0.76297,0.00773,0.65006,1.01392,0.0071368,0.0071368,0.0071368
147,4736.91,0.01006,0.62518,1.05787,0.82854,0.79716,0.85181,0.76298,0.00772,0.65058,1.01376,0.00711705,0.00711705,0.00711705
148,4773.96,0.01005,0.61606,1.0603,0.82937,0.79639,0.85221,0.76324,0.00772,0.64981,1.0137,0.00709731,0.00709731,0.00709731
149,4803.85,0.01005,0.62018,1.0597,0.83179,0.79645,0.85217,0.76328,0.00772,0.64871,1.0138,0.00707756,0.00707756,0.00707756
150,4833.74,0.01007,0.62008,1.05788,0.83251,0.79644,0.85176,0.76333,0.00772,0.64878,1.01382,0.00705782,0.00705782,0.00705782
151,4871.54,0.00997,0.60493,1.05809,0.8341,0.79547,0.85177,0.76298,0.00773,0.64879,1.01489,0.00703807,0.00703807,0.00703807
152,4915.94,0.01,0.612,1.05751,0.83482,0.79637,0.8517,0.76311,0.00773,0.64907,1.01501,0.00701832,0.00701832,0.00701832
153,4956.57,0.01004,0.61046,1.05877,0.83281,0.79919,0.85158,0.76328,0.00773,0.64871,1.01507,0.00699858,0.00699858,0.00699858
154,4987.17,0.00997,0.61752,1.05488,0.83282,0.79857,0.85168,0.76308,0.00772,0.64918,1.01415,0.00697883,0.00697883,0.00697883
155,5016.99,0.00995,0.60076,1.05312,0.83314,0.79987,0.85205,0.76336,0.00772,0.64956,1.01418,0.00695909,0.00695909,0.00695909
156,5052.45,0.00999,0.61419,1.05816,0.83548,0.79812,0.85211,0.76313,0.00772,0.64917,1.01407,0.00693934,0.00693934,0.00693934
157,5093.04,0.01001,0.61313,1.0552,0.8352,0.79947,0.85273,0.7635,0.00772,0.64952,1.01402,0.00691959,0.00691959,0.00691959
158,5123.08,0.00991,0.60873,1.05705,0.83516,0.79821,0.85234,0.76314,0.00772,0.65001,1.01422,0.00689985,0.00689985,0.00689985
159,5159.24,0.00987,0.60298,1.05524,0.83488,0.79968,0.85248,0.76411,0.00772,0.65029,1.01441,0.0068801,0.0068801,0.0068801
160,5197.37,0.01002,0.60739,1.05821,0.83594,0.79973,0.8528,0.76437,0.00772,0.64995,1.01417,0.00686035,0.00686035,0.00686035
161,5227.21,0.0099,0.59848,1.05523,0.8347,0.79852,0.85264,0.76443,0.00771,0.64969,1.01407,0.00684061,0.00684061,0.00684061
162,5256.93,0.00991,0.60961,1.05326,0.83553,0.79758,0.85281,0.76462,0.00771,0.64931,1.01409,0.00682086,0.00682086,0.00682086
163,5286.67,0.00995,0.60603,1.05935,0.83687,0.79581,0.85249,0.76475,0.00771,0.6487,1.01404,0.00680112,0.00680112,0.00680112
164,5333.04,0.00988,0.59436,1.05262,0.83522,0.79685,0.85268,0.76507,0.00771,0.64828,1.01412,0.00678137,0.00678137,0.00678137
165,5368.34,0.00986,0.58657,1.05354,0.83298,0.79974,0.85282,0.76469,0.00771,0.64783,1.01432,0.00676162,0.00676162,0.00676162
166,5398.23,0.00989,0.59474,1.05157,0.83342,0.79824,0.85279,0.7645,0.00771,0.64798,1.01446,0.00674188,0.00674188,0.00674188
167,5428.27,0.00992,0.58807,1.05112,0.83704,0.79555,0.85265,0.76468,0.00771,0.64747,1.01443,0.00672213,0.00672213,0.00672213
168,5464.14,0.00987,0.59793,1.05713,0.83477,0.79602,0.85232,0.76459,0.00771,0.64743,1.01457,0.00670238,0.00670238,0.00670238
169,5514.15,0.00992,0.58927,1.05364,0.83422,0.79654,0.85206,0.76451,0.00771,0.64725,1.0147,0.00668264,0.00668264,0.00668264
170,5548.65,0.00978,0.58797,1.04857,0.82755,0.80067,0.85191,0.76399,0.00771,0.64748,1.01501,0.00666289,0.00666289,0.00666289
171,5578.73,0.00985,0.59247,1.05247,0.82811,0.80049,0.85198,0.76402,0.00771,0.6471,1.01529,0.00664315,0.00664315,0.00664315
172,5608.52,0.00982,0.59051,1.05218,0.83407,0.79439,0.85204,0.76395,0.00771,0.64701,1.01513,0.0066234,0.0066234,0.0066234
173,5638.16,0.00981,0.59039,1.0529,0.82644,0.80178,0.85217,0.76418,0.00771,0.6471,1.01542,0.00660365,0.00660365,0.00660365
174,5674.48,0.00982,0.57784,1.05028,0.83583,0.79233,0.85223,0.76403,0.00771,0.64704,1.01524,0.00658391,0.00658391,0.00658391
